url,type,label
www.hpl.hp.com/personal/Hans_Boehm/ismm/cfp.html,phishing,phishing
www.hpl.hp.com/personal/Hans_Boehm/ismm/,phishing,phishing
researchweb.watson.ibm.com/journal/,phishing,phishing
www.hq.nasa.gov/office/hqlibrary/,phishing,phishing
www.nasa.gov/offices/oce/appel/home/index.html,phishing,phishing
www-01.ibm.com/software/analytics/spss/,phishing,phishing
www.oracle.com/us/products/applications/ebusiness/planning/061918.html,phishing,phishing
en.wikipedia.org/wiki/Social_media,phishing,phishing
www.nytimes.com/pages/business/,phishing,phishing
www.amazon.com/exec/obidos/subst/associates/join/associates.html,phishing,phishing
www.apple.com/itunes/affiliates/resources/,phishing,phishing
archives.cnn.com/2002/HEALTH/diet.fitness/08/15/ephedra.investigatio/,phishing,phishing
www.microsoft.com/mspress/,phishing,phishing
dtp.amazon.com/mn/signin,phishing,phishing
www.usa.gov/shopping/realestate/mortgages/mortgages.shtml,phishing,phishing
en.wikipedia.org/wiki/Electronic_article_surveillance,phishing,phishing
en.wikipedia.org/w/index.php?title=Garage_sale,phishing,phishing
en.wikipedia.org/wiki/Charity_shop,phishing,phishing
www.irs.gov/businesses/index.html,phishing,phishing
money.cnn.com/smallbusiness/,phishing,phishing
money.cnn.com/magazines/fsb/,phishing,phishing
www.hp.com/sbso/index.html,phishing,phishing
sbir.gsfc.nasa.gov/SBIR/states.htm,phishing,phishing
www.samsung.com/us/business/fiberoptics/index.html,phishing,phishing
www.microsoft.com/uc/default.mspx,phishing,phishing
www.amazon.com/Natural-Plastics-Composites-Frederick-Wallenberger/dp/1402076436,phishing,phishing
ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/20070008109_2007006177.pdf,phishing,phishing
en.wikipedia.org/wiki/Carsharing,phishing,phishing
en.wikipedia.org/wiki/Marine_insurance,phishing,phishing
research.microsoft.com/users/dinei/,phishing,phishing
'en.wikipedia.org/wiki/Gr\%C3\%B6bner_basis',phishing,phishing
en.wikipedia.org/wiki/Search_algorithm,phishing,phishing
en.wikipedia.org/wiki/String_searching_algorithm,phishing,phishing
en.wikipedia.org/wiki/Sorting_algorithm,phishing,phishing
www.trl.ibm.com/aglets/index_e.htm,phishing,phishing
www.research.microsoft.com/research/nips95bn/,phishing,phishing
www.nytimes.com/books/97/07/20/reviews/hofstadter-magazine.html,phishing,phishing
www.nytimes.com/books/97/07/20/reviews/970720.20altert.html,phishing,phishing
www.nytimes.com/2001/03/08/technology/08CRAT.html,phishing,phishing
research.microsoft.com/~dmax/WinMine/tooldoc.htm,phishing,phishing
ti.arc.nasa.gov/tech/rse/synthesis-projects-applications/autoclass/,phishing,phishing
en.wikipedia.org/wiki/Neural_network,phishing,phishing
research.microsoft.com/~cmbishop/,phishing,phishing
research.microsoft.com/~minka/,phishing,phishing
research.microsoft.com/en-us/um/people/horvitz/,phishing,phishing
cnn.com/2000/TECH/computing/12/07/robot.man/,phishing,phishing
www.cnn.com/2002/TECH/science/03/22/human.cyborg/,phishing,phishing
research.microsoft.com/vision/,phishing,phishing
researchweb.watson.ibm.com/ecvg/,phishing,phishing
en.wikipedia.org/wiki/Lindenmayer_system,phishing,phishing
en.wikipedia.org/wiki/Bulletin_board_system,phishing,phishing
en.wikipedia.org/wiki/Fidonet,phishing,phishing
en.wikipedia.org/wiki/Hotline_Communications,phishing,phishing
www.catia.ibm.com/catmain.html,phishing,phishing
en.wikipedia.org/wiki/NX_(Unigraphics),phishing,phishing
en.wikipedia.org/wiki/Product_Data_Management,phishing,phishing
www.oracle.com/applications/agile/index.html,phishing,phishing
en.wikipedia.org/wiki/Adobe_Systems,phishing,phishing
www.adobe.com/accessibility/,phishing,phishing
en.wikipedia.org/wiki/AOL,phishing,phishing
images.apple.com/main/rss/hotnews/hotnews.rss,phishing,phishing
en.wikipedia.org/wiki/Apple_Inc.,phishing,phishing
en.wikipedia.org/wiki/Corel,phishing,phishing
www.oracle.com/solutions/business_intelligence/exadata.html,phishing,phishing
en.wikipedia.org/wiki/Google,phishing,phishing
topics.nytimes.com/top/news/business/companies/google_inc/index.html,phishing,phishing
en.wikipedia.org/wiki/IBM,phishing,phishing
www-01.ibm.com/software/lotus/,phishing,phishing
www.microsoft.com/about/,phishing,phishing
www.microsoft.com/careers/,phishing,phishing
www.microsoft.com/presspass/,phishing,phishing
www.microsoft.com/msft/default.mspx,phishing,phishing
www.oracle.com/openworld/,phishing,phishing
www.oracle.com/technology/software/index.html,phishing,phishing
www.oracle.com/support/contact.html,phishing,phishing
en.wikipedia.org/wiki/Oracle_Corporation,phishing,phishing
www.oracle.com/partners,phishing,phishing
www.apple.com/usergroups,phishing,phishing
www.apple.com/support/products/proplan.html,phishing,phishing
www.apple.com/buy/,phishing,phishing
developer.apple.com/products/support.html,phishing,phishing
www.dell.com/content/default.aspx?c=us&amp;cs=04&amp;l=en&amp;s=bsd,phishing,phishing
netserver.hp.com/netserver/newsroom/,phishing,phishing
welcome.hp.com/country/us/eng/wwcontact.html,phishing,phishing
www.hp.com/go/bizsupport,phishing,phishing
www-5.ibm.com/de/support/ecurep/index.html,phishing,phishing
www-306.ibm.com/software/tivoli/,phishing,phishing
www-01.ibm.com/software/lotus/support/,phishing,phishing
support.intel.com/sites/support/index.htm,phishing,phishing
'www.intel.com/pressroom/?iid={headline=press}',phishing,phishing
developer.intel.com/sites/developer/index.htm,phishing,phishing
'www.intel.com/feedback.htm?iid={intelhome=contact}',phishing,phishing
www.intel.com/products/,phishing,phishing
en.wikipedia.org/wiki/Sun_Microsystems,phishing,phishing
en.wikipedia.org/wiki/Yahoo!,phishing,phishing
bits.blogs.nytimes.com/2008/05/09/google-yahoo-deal-or-no-deal/,phishing,phishing
bits.blogs.nytimes.com/2008/05/05/how-googles-checkbook-stymied-microsoft/index.html,phishing,phishing
www.research.microsoft.com/research/graphics/,phishing,phishing
researchweb.watson.ibm.com/icme2000/,phishing,phishing
research.microsoft.com/en-us/events/wing2010/,phishing,phishing
research.microsoft.com/conferences/dbpl05/,phishing,phishing
www-935.ibm.com/services/au/index.wss/summary/igs/a1019937,phishing,phishing
www.apple.com/server/macosx/technology/xgrid.html,phishing,phishing
msdn.microsoft.com/en-us/library/ms809340.aspx,phishing,phishing
www-01.ibm.com/software/network/dce/,phishing,phishing
en.wikipedia.org/wiki/Apache_Hadoop,phishing,phishing
bits.blogs.nytimes.com/2011/06/28/yahoo-creates-company-to-profit-from-hadoop-software/,phishing,phishing
researchweb.watson.ibm.com/massive/,phishing,phishing
www.hpl.hp.com/personal/Hans_Boehm/,phishing,phishing
www.research.microsoft.com/~tball/,phishing,phishing
www.hpl.hp.com/personal/Claudio_Bartolini/,phishing,phishing
researchweb.watson.ibm.com/people/b/bennetc/,phishing,phishing
www.almaden.ibm.com/cs/people/laura/,phishing,phishing
researchweb.watson.ibm.com/people/l/lvsubram/,phishing,phishing
eis.jpl.nasa.gov/~atalukde/,phishing,phishing
www.research.ibm.com/journal/rdindex.html,phishing,phishing
research.microsoft.com/en-us/labs/cambridge/,phishing,phishing
en.wikipedia.org/wiki/Church-Turing_thesis,phishing,phishing
en.wikipedia.org/wiki/Computability_theory,phishing,phishing
en.wikipedia.org/wiki/Interactive_computation,phishing,phishing
apotheca.hpl.hp.com/ftp/gatekeeper/pub/DEC/SRC/research-reports/abstracts/src-rr-049.html,phishing,phishing
en.wikipedia.org/wiki/Finite_state_machine,phishing,phishing
en.wikipedia.org/wiki/Automata_theory,phishing,phishing
en.wikipedia.org/wiki/Nondeterministic_finite_automaton,phishing,phishing
en.wikipedia.org/wiki/Finite_state_transducer,phishing,phishing
en.wikipedia.org/wiki/Linear_bounded_automaton,phishing,phishing
en.wikipedia.org/wiki/Mealy_machine,phishing,phishing
en.wikipedia.org/wiki/Moore_machine,phishing,phishing
en.wikipedia.org/wiki/Pushdown_automaton,phishing,phishing
en.wikipedia.org/wiki/Turing_machine,phishing,phishing
en.wikipedia.org/wiki/Computational_complexity_theory,phishing,phishing
domino.research.ibm.com/comm/research.nsf/pages/r.algorithms.html,phishing,phishing
www.almaden.ibm.com/cs/people/fagin/,phishing,phishing
en.wikipedia.org/wiki/Context-free_grammar,phishing,phishing
en.wikipedia.org/wiki/Context-sensitive_language,phishing,phishing
en.wikipedia.org/wiki/Recursively_enumerable_language,phishing,phishing
en.wikipedia.org/wiki/Regular_language,phishing,phishing
en.wikipedia.org/wiki/Regular_expression,phishing,phishing
www.hpl.hp.com/research/qip/,phishing,phishing
www.cisco.com/univercd/cc/td/doc/cisintwk/ito_doc/ethernet.htm,phishing,phishing
welcome.hp.com/country/us/en/prodserv/networking.html,phishing,phishing
www.cisco.com/univercd/cc/td/doc/product/cable/,phishing,phishing
www.cisco.com/univercd/cc/td/doc/product/cable/cab_rout/index.htm,phishing,phishing
www.cisco.com/univercd/cc/td/doc/product/cable/cab_modm/index.htm,phishing,phishing
www.cisco.com/warp/public/750/acquisition/articles/volpi.html,phishing,phishing
www.forbes.com/2000/12/04/1204toptechexecs.html,phishing,phishing
www.alphaworks.ibm.com/wireless,phishing,phishing
www.hpl.hp.com/personal/Jean_Tourrilhes/Linux/,phishing,phishing
oss.software.ibm.com/bluehoc/,phishing,phishing
www.ibm.com/developerworks/library/l-rpm2/,phishing,phishing
www.ibm.com/developerworks/library/l-rpm1/,phishing,phishing
en.wikipedia.org/wiki/Tar_(file_format),phishing,phishing
en.wikipedia.org/wiki/Barcode,phishing,phishing
en.wikipedia.org/wiki/QR_code,phishing,phishing
en.wikipedia.org/wiki/Office_Open_XML,phishing,phishing
en.wikipedia.org/wiki/OpenDocument,phishing,phishing
www.ibm.com/developerworks/xml/library/x-think15/,phishing,phishing
partners.adobe.com/public/developer/acrobat/sdk/,phishing,phishing
www.adobe.com/aboutadobe/pressroom/pressreleases/200701/012907OpenPDFAIIM.html,phishing,phishing
www.adobe.com/accessibility/products/reader/,phishing,phishing
www.adobe.com/products/acrobat/,phishing,phishing
en.wikipedia.org/wiki/PostScript,phishing,phishing
www.adobe.com/products/postscript/,phishing,phishing
partners.adobe.com/public/developer/ps/index_specs.html,phishing,phishing
partners.adobe.com/public/developer/ps/sdk/index_archive.html,phishing,phishing
en.wikipedia.org/wiki/Newline,phishing,phishing
en.wikipedia.org/wiki/Plain_text,phishing,phishing
en.wikipedia.org/wiki/Rich_Text_Format,phishing,phishing
msdn.microsoft.com/en-us/library/aa140277(office.10).aspx,phishing,phishing
developer.apple.com/legacy/mac/library/technotes/fl/fl_36.html,phishing,phishing
www.almaden.ibm.com/StorageSystems/projects/gpfs/,phishing,phishing
www.apple.com/xsan/,phishing,phishing
en.wikipedia.org/wiki/DjVu,phishing,phishing
msdn.microsoft.com/en-us/library/ms532969(VS.85).aspx,phishing,phishing
en.wikipedia.org/wiki/X-Face,phishing,phishing
partners.adobe.com/public/developer/tiff/index.html,phishing,phishing
partners.adobe.com/public/developer/en/tiff/TIFF6.pdf,phishing,phishing
partners.adobe.com/public/developer/en/tiff/TIFFPM6.pdf,phishing,phishing
partners.adobe.com/public/developer/en/tiff/TIFFphotoshop.pdf,phishing,phishing
www.adobe.com/products/photoshop/extend.displayTab2.html,phishing,phishing
www.adobe.com/svg/,phishing,phishing
en.wikipedia.org/wiki/Scalable_Vector_Graphics,phishing,phishing
www.adobe.com/svg/viewer/install/,phishing,phishing
www.adobe.com/products/flashlite/,phishing,phishing
en.wikipedia.org/wiki/Vector_Markup_Language,phishing,phishing
msdn.microsoft.com/en-us/library/bb250524(VS.85).aspx,phishing,phishing
msdn.microsoft.com/en-us/library/ms670169(VS.85).aspx,phishing,phishing
www.ibm.com/developerworks/library/x-html5/,phishing,phishing
en.wikipedia.org/wiki/MathML,phishing,phishing
en.wikipedia.org/wiki/OpenMath,phishing,phishing
www.ibm.com/developerworks/web/library/x-html5xhtml2.html,phishing,phishing
www.ibm.com/developerworks/xml/library/x-xquery.html,phishing,phishing
www.ibm.com/developerworks/xml/library/x-dita4/,phishing,phishing
msdn.microsoft.com/en-us/library/aa768024(VS.85).aspx,phishing,phishing
msdn.microsoft.com/en-us/library/aa468560.aspx,phishing,phishing
www.ibm.com/developerworks/speakers/colan/,phishing,phishing
msdn.microsoft.com/en-us/office/aa905545.aspx,phishing,phishing
www.ibm.com/developerworks/xml/,phishing,phishing
msdn.microsoft.com/en-us/library/ms912490.aspx,phishing,phishing
msdn.microsoft.com/en-us/library/ms759204(VS.85).aspx,phishing,phishing
www-01.ibm.com/software/integration/datapower/,phishing,phishing
www.ibm.com/software/webservers/appserv/was/featurepacks/xml/,phishing,phishing
software.intel.com/en-us/articles/intel-soa-expressway-xslt-20-processor/,phishing,phishing
msdn.microsoft.com/en-us/data/bb190600.aspx,phishing,phishing
www.ibm.com/developerworks/library/it/it-0801art14/,phishing,phishing
www.ibm.com/developerworks/library/x-xslt2/,phishing,phishing
www.alphaworks.ibm.com/tech/texml,phishing,phishing
www.oracle.com/technology/tech/xml/,phishing,phishing
www.microsoft.com/en-us/download/details.aspx?id=7973,phishing,phishing
www.microsoft.com/biztalk/,phishing,phishing
www.microsoft.com/mspress/books/sampchap/4790.aspx,phishing,phishing
www.alphaworks.ibm.com/tech/xmlsqc,phishing,phishing
en.wikipedia.org/wiki/Microformat,phishing,phishing
en.wikipedia.org/wiki/ICalendar,phishing,phishing
www.adobe.com/devnet/dreamweaver/articles/css_simple_styling.html,phishing,phishing
en.wikipedia.org/wiki/VP8,phishing,phishing
h10025.www1.hp.com/ewfrf/wc/activityCenterHome?lc=en&amp;cc=us,phishing,phishing
en.wikipedia.org/wiki/Page_layout,phishing,phishing
en.wikipedia.org/wiki/Aldus_Corporation,phishing,phishing
www.adobe.com/products/plugins/indesign/,phishing,phishing
en.wikipedia.org/wiki/Adobe_PageMaker,phishing,phishing
office.microsoft.com/publisher/,phishing,phishing
en.wikipedia.org/wiki/Microsoft_Publisher,phishing,phishing
msdn.microsoft.com/en-gb/office/aa905474.aspx,phishing,phishing
en.wikipedia.org/wiki/QuarkXPress,phishing,phishing
www.cnn.com/TECH/computing/9812/17/t_t/e.books/,phishing,phishing
www.nytimes.com/2001/09/05/technology/ebusiness/05BOOK.html,phishing,phishing
www.nytimes.com/2001/02/28/technology/28BOOK.html,phishing,phishing
www.nytimes.com/2000/11/27/technology/27BOOK.html,phishing,phishing
www.nytimes.com/2000/11/06/technology/06BOOK.html,phishing,phishing
www.nytimes.com/library/magazine/home/20000604mag-ebook.html,phishing,phishing
www.nytimes.com/2001/01/04/technology/04BOOK.html,phishing,phishing
www.forbes.com/2000/08/31/feat2.html,phishing,phishing
www.nytimes.com/2001/03/19/technology/19BAEN.html,phishing,phishing
www.nytimes.com/2001/03/05/arts/05ARTS.html,phishing,phishing
www.nytimes.com/library/tech/99/11/biztech/articles/20book.html,phishing,phishing
www.nytimes.com/library/tech/99/12/biztech/articles/09book.html,phishing,phishing
www.cnn.com/TECH/computing/9810/09/digbooks.idg/index.html,phishing,phishing
www.nytimes.com/2001/05/10/technology/10CASS.html,phishing,phishing
www.nytimes.com/2001/06/18/technology/18LINK.html,phishing,phishing
www.nytimes.com/2001/08/28/technology/ebusiness/28EBOO.html,phishing,phishing
www.nytimes.com/2001/12/05/technology/05BOOK.html,phishing,phishing
www.nytimes.com/2002/02/21/technology/circuits/21BOOK.html,phishing,phishing
www.nytimes.com/2002/06/17/technology/17LIBR.html,phishing,phishing
archives.cnn.com/2000/books/news/10/25/salon.ebooks/index.html,phishing,phishing
archives.cnn.com/2000/TECH/computing/03/06/ebook.perks.idg/,phishing,phishing
archives.cnn.com/2001/LAW/06/25/scotus.copyright/,phishing,phishing
archives.cnn.com/2002/TECH/science/08/30/coolsc.ebooks/,phishing,phishing
www.forbes.com/2000/08/09/mu1.html,phishing,phishing
www.amazon.com/kindle-store-ebooks-newspapers-blogs/b?ie=UTF8&amp;node=133141011,phishing,phishing
en.wikipedia.org/wiki/Comparison_of_e-book_readers,phishing,phishing
www.apple.com/ipad/built-in-apps/ibooks.html,phishing,phishing
www.adobe.com/products/digitaleditions/,phishing,phishing
www.adobe.com/products/content-server.html,phishing,phishing
en.wikipedia.org/wiki/Microsoft_Reader,phishing,phishing
www.adobe.com/support/certification/index.html,phishing,phishing
en.wikipedia.org/wiki/Cisco_Career_Certifications,phishing,phishing
www.cisco.com/web/learning/le3/learning_career_certifications_and_learning_paths_home.html,phishing,phishing
www-03.ibm.com/certify/,phishing,phishing
www.ibm.com/services/learning/,phishing,phishing
archives.cnn.com/2001/TECH/computing/01/10/windows.mac.cohabit.idg/,phishing,phishing
en.wikipedia.org/wiki/Hercules_emulator,phishing,phishing
www.microsoft.com/windowsserversystem/virtualserver/,phishing,phishing
www.nytimes.com/library/cyber/week/0424ethics-links.html,phishing,phishing
en.wikipedia.org/wiki/Computer_graphics,phishing,phishing
www.apple.com/about/webbadges/,phishing,phishing
nssdc.gsfc.nasa.gov/photo_gallery/,phishing,phishing
www.microsoft.com/typography/otfntdev/bengalot/default.htm,phishing,phishing
www.microsoft.com/typography/links/,phishing,phishing
www.microsoft.com/truetype/,phishing,phishing
en.wikipedia.org/wiki/Favicon,phishing,phishing
en.wikipedia.org/wiki/ICO_(icon_image_file_format),phishing,phishing
developer.intel.com/technology/pciexpress/devnet/,phishing,phishing
en.wikipedia.org/wiki/PCI-Express,phishing,phishing
www.hpl.hp.com/techreports/97/HPL-97-02.html,phishing,phishing
developer.apple.com/hardware/usb/,phishing,phishing
www.cnn.com/2000/TECH/computing/08/24/usb.agp.tips.idg/,phishing,phishing
www.nvidia.com/page/mobo.html,phishing,phishing
en.wikipedia.org/wiki/Central_processing_unit,phishing,phishing
domino.research.ibm.com/comm/research.nsf/pages/r.arch.html,phishing,phishing
en.wikipedia.org/wiki/MOS_Technology_6502,phishing,phishing
en.wikipedia.org/wiki/MOS_Technology,phishing,phishing
en.wikipedia.org/wiki/Motorola_68000,phishing,phishing
en.wikipedia.org/wiki/68k,phishing,phishing
www.hp.com/products1/evolution/alpha_retaintrust/,phishing,phishing
en.wikipedia.org/wiki/DEC_Alpha,phishing,phishing
en.wikipedia.org/wiki/ARM_architecture,phishing,phishing
en.wikipedia.org/wiki/Atmel_AVR,phishing,phishing
en.wikipedia.org/wiki/Barrel_processor,phishing,phishing
en.wikipedia.org/wiki/Bit_slicing,phishing,phishing
en.wikipedia.org/wiki/Complex_instruction_set_computer,phishing,phishing
en.wikipedia.org/wiki/DLX,phishing,phishing
en.wikipedia.org/wiki/Intel_iAPX_432,phishing,phishing
en.wikipedia.org/wiki/Transport_Triggered_Architectures,phishing,phishing
en.wikipedia.org/wiki/One_instruction_set_computer,phishing,phishing
en.wikipedia.org/wiki/MIPS_architecture,phishing,phishing
en.wikipedia.org/wiki/Emotion_Engine,phishing,phishing
archives.cnn.com/2000/TECH/computing/02/01/emotion.engine.idg/,phishing,phishing
en.wikipedia.org/wiki/Multiprocessing,phishing,phishing
en.wikipedia.org/wiki/Nios_II,phishing,phishing
en.wikipedia.org/wiki/PA-RISC_family,phishing,phishing
en.wikipedia.org/wiki/PIC_microcontroller,phishing,phishing
en.wikipedia.org/wiki/IBM_POWER,phishing,phishing
en.wikipedia.org/wiki/PowerPC,phishing,phishing
www.ibm.com/developerworks/power/,phishing,phishing
en.wikipedia.org/wiki/Cell_(microprocessor),phishing,phishing
www.alphaworks.ibm.com/topics/cell/,phishing,phishing
www.forbes.com/forbes/2006/0130/076.html,phishing,phishing
en.wikipedia.org/wiki/Reconfigurable_computing,phishing,phishing
en.wikipedia.org/wiki/Reversible_computing,phishing,phishing
en.wikipedia.org/wiki/Reduced_instruction_set_computer,phishing,phishing
en.wikipedia.org/wiki/SPARC,phishing,phishing
en.wikipedia.org/wiki/SuperH,phishing,phishing
en.wikipedia.org/wiki/Transmeta,phishing,phishing
en.wikipedia.org/wiki/INMOS_transputer,phishing,phishing
en.wikipedia.org/wiki/Very_long_instruction_word,phishing,phishing
researchweb.watson.ibm.com/vliw/,phishing,phishing
en.wikipedia.org/wiki/X86_architecture,phishing,phishing
en.wikipedia.org/wiki/Zilog_Z80,phishing,phishing
en.wikipedia.org/wiki/ZiLOG,phishing,phishing
en.wikipedia.org/wiki/Zero_Instruction_Set_Computer,phishing,phishing
www.intel.com/products/graphics/,phishing,phishing
researchweb.watson.ibm.com/daisy/,phishing,phishing
en.wikipedia.org/wiki/IPod,phishing,phishing
www.samsung.com/us/computer/monitors,phishing,phishing
www.apple.com/displays/,phishing,phishing
accessories.us.dell.com/sna/category.aspx?c=us&amp;category_id=4009&amp;cs=19&amp;l=en&amp;s=dhs&amp;~ck=mn.,phishing,phishing
www.shopping.hp.com/webapp/shopping/store_access.do?template_type=storefronts&amp;landing=display&amp;category=display,phishing,phishing
www.hp.com/cposupport/eschome.html,phishing,phishing
www.adobe.com/products/printerdrivers/,phishing,phishing
www.hp.com/country/us/eng/prodserv/printing.html,phishing,phishing
www.hp.com/buy/parts/,phishing,phishing
www.hp.com/peripherals2/scanjet_info/,phishing,phishing
en.wikipedia.org/wiki/Programmable_logic_device,phishing,phishing
en.wikipedia.org/wiki/Programmable_Array_Logic,phishing,phishing
en.wikipedia.org/wiki/Complex_programmable_logic_device,phishing,phishing
en.wikipedia.org/wiki/Field-programmable_gate_array,phishing,phishing
www.cnn.com/TECH/computing/9906/15/supercomp.idg/index.html,phishing,phishing
www.forbes.com/asap/1999/0531/017.html,phishing,phishing
welcome.hp.com/country/us/en/prodserv/storage.html,phishing,phishing
www-03.ibm.com/servers/storage/,phishing,phishing
en.wikipedia.org/wiki/Data_recovery,phishing,phishing
www.apple.com/xserve/raid/,phishing,phishing
domino.research.ibm.com/comm/pr.nsf/pages/news.20020206_metapad.html,phishing,phishing
www-01.ibm.com/common/ssi/index.wss,phishing,phishing
www.ibm.com/servers/resourcelink,phishing,phishing
www-03.ibm.com/ibm/history/,phishing,phishing
www-03.ibm.com/servers/eserver/zseries/cfsizer/,phishing,phishing
www-03.ibm.com/systems/z/developers/,phishing,phishing
www-306.ibm.com/software/applications/office/bkmgr/softcopyread.html,phishing,phishing
www.ibm.com/products/finder/us/finders?pg=trfinder,phishing,phishing
www-935.ibm.com/services/us/index.wss/itservice/bcrs/a1000411/,phishing,phishing
www.ibm.com/products/retail/products/self/kiosk/index.html,phishing,phishing
en.wikipedia.org/wiki/ASUS_Eee_PC,phishing,phishing
www.direct.ibm.com/parts,phishing,phishing
en.wikipedia.org/wiki/Quiet_PC,phishing,phishing
cnn.com/2003/TECH/ptech/11/10/silent.pc.reut/,phishing,phishing
www-03.ibm.com/servers/acoustical/whatis.html,phishing,phishing
en.wikipedia.org/wiki/David_Wheeler,phishing,phishing
www.hpl.hp.com/techreports/Compaq-DEC/SRC-RR-61.pdf,phishing,phishing
en.wikipedia.org/wiki/Gordon_Bell,phishing,phishing
www.research.microsoft.com/users/gbell/,phishing,phishing
en.wikipedia.org/wiki/Edsger_Dijkstra,phishing,phishing
en.wikipedia.org/wiki/J._Presper_Eckert,phishing,phishing
www.almaden.ibm.com/almaden/npuc97/1995/engelbart.htm,phishing,phishing
en.wikipedia.org/wiki/Douglas_Engelbart,phishing,phishing
en.wikipedia.org/wiki/Bill_Gates,phishing,phishing
money.cnn.com/2006/03/30/news/newsmakers/gates_howiwork_fortune/,phishing,phishing
www.microsoft.com/presspass/exec/billg/,phishing,phishing
en.wikipedia.org/wiki/Grace_Hopper,phishing,phishing
"'en.wikipedia.org/wiki/Daniel_Henry_Holmes_Ingalls,_Jr.'",phishing,phishing
en.wikipedia.org/wiki/Steve_Jobs,phishing,phishing
www.nytimes.com/1997/01/12/magazine/creating-jobs.html,phishing,phishing
www.youtube.com/watch?v=UF8uR6Z6KLc,phishing,phishing
www.forbes.com/profile/steve-jobs/,phishing,phishing
www.imdb.com/name/nm0423418/,phishing,phishing
topics.nytimes.com/top/reference/timestopics/people/j/steven_p_jobs/,phishing,phishing
