url,type,label
http://www.paypal.com.login.paypal.com-login.login-dispatch.paypal.com-1329413036.skey-fec6ee40f64177e62tttqw45212326653tece.watchvoip.com/webscr_cmd_home&country_lang.x=true/login.htm?id=?cmd=_login-run&dispatch=5885d80a13c0db1f8e263663d3faee8d43b1bb6ca6ed6d454adc375ba2,phishing,phishing
http://pastehtml.com/view/bd7h2z44h.html,phishing,phishing
http://www.gerwinvegter.com/wp-admin/furdajti/furdajti/webscr/update.php/?cmd=_login-done&amp,phishing,phishing
https://spreadsheets.google.com/spreadsheet/formResponse?formkey=dHpwdTNqUEU2eFJpdHdvblNNZFdSLWc6MQ&amp;theme=0AX42CRMsmRFbUy01ZDc3NWRkZC1mYWQzLTQxYzItYTQ2Yy05OGFmMDE1NGY4ZjY&amp;embedded=true&amp;ifq,phishing,phishing
http://www.gerwinvegter.com/wp-admin/furdajti/furdajti/webscr/update.php?cmd=_login-done,phishing,phishing
http://cnm.edu.pe/plugins/content/bottombox/_/??para_voce.asp,phishing,phishing
http://rinnaroc.w.interia.pl/free-eq.html,phishing,phishing
http://pastehtml.com/view/beh3qxaqi.html,phishing,phishing
http://pastehtml.com/view/b990tydrh.html,phishing,phishing
http://2000kreditsgratis.blogspot.com/,phishing,phishing
http://pastehtml.com/view/c89uk88lh.html,phishing,phishing
http://www.tzoneva.co.za/hitcounter.php,phishing,phishing
http://us.battle.net.en.eeweb.asia/login/en/login.html?app=wam,phishing,phishing
http://pastehtml.com/view/bfk7qtnfu.html,phishing,phishing
http://pastehtml.com/view/bnnz516dt.html,phishing,phishing
http://www.recipesfirst.com//wp-content/,phishing,phishing
http://shivjotbuilders.com/i/Login0/login.php,phishing,phishing
http://wattao.net/includes/AOL_Login.htm,phishing,phishing
https://spreadsheets.google.com/spreadsheet/embeddedform?formkey=dF9IbUh2RjMxNEtuNmxVNHhxVlQ5eEE6MQ,phishing,phishing
http://lemans.com.bo/aspnet_client/system_web/1_1_4322/edf/,phishing,phishing
http://slovakiya.net.ua/templates/ja_purity/styles/elements/Ser-ici/master_fur_handler.aspx=95741110114/,phishing,phishing
http://www.heyheymagazine.com/js/iproperty/.com.sg/index.htm,phishing,phishing
http://www.chl888.com/gik0/archive/index.php,phishing,phishing
http://pastehtml.com/raw/bnk6qz1b5.html,phishing,phishing
http://pastehtml.com/view/bdzrvg8vq.html,phishing,phishing
http://www.gibr.ca/plugins/authentication/_/ModuloBB.php,phishing,phishing
http://creditgratosse.blogspot.com/2008/01/connnectoi_03.html,phishing,phishing
http://www.bancobradesco.com.br.caprice.az/,phishing,phishing
http://pastehtml.com/view/b86mykfrr.html,phishing,phishing
http://www.sz-leteng.com/images/?ref=cxgywstus.battle.net/d3/en/index,phishing,phishing
http://chat-by-orkut3.blogspot.co.uk/,phishing,phishing
http://2301patricia.home.comcast.net/~2301patricia/,phishing,phishing
http://paypal.com.cgi.bin.bb570c8713a0a5e9a5c1ed51ffa731e0.tardas.com.tr/update/secure/672bfcaa73dbfe28bff5bc77604084fa/4a1bd3b5bace2de18575661d0c3842c4/,phishing,phishing
http://pastehtml.com/view/bc4xrw7ye.html,phishing,phishing
http://b19design.com.au/Itau.com.br/Tela/,phishing,phishing
http://www.hnyjdw.com/images/?us.battle.net/login/en/?ref=http/::us.battle.net:d3:en:index&amp;app=com-d3,phishing,phishing
http://abbey-bnk-plc.com/international-productssamples/login.htm,phishing,phishing
http://www.r7habbomoedas-original.blogspot.com/,phishing,phishing
http://atricor.es/2c0222bff0a734da95e6a26a85987569/,phishing,phishing
http://www.hsqxx.com/js/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,phishing,phishing
http://kidcentral.ge/wp-content/plugins/index.htm,phishing,phishing
http://www.biaobang.cn/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,phishing,phishing
http://www.thepentecostals.org/images/stories/properties/properties/index.htm,phishing,phishing
http://innoversity.php-dev.in/wp-content/uploads/what1.html,phishing,phishing
http://www.somossur.net/~be/paypal/_webscr1.php?cmd=_confirm&session=gx4w5u1drmu8jxhd_0jblthbz_hhr6-k2ek4hq48uljouijhn1bet4azmj0&dispatch=y4q4w3v3r3n3s2e373f3257403b474m3q3n4j3c5x4x3u3n2s3c304e2,phishing,phishing
http://www.wavestake.com/_SYS/_ROOT/CADASTRO.ASP,phishing,phishing
http://www.zzeonda.com/shop/instal/Info.Aspx/Processing.htm,phishing,phishing
http://inpmall.com/letsmall/bdata/update/handelsbanken/update/secure/banking/handelsbanken/Login.htm,phishing,phishing
http://habbohotelmoedasgratisvipehc.blogspot.com/,phishing,phishing
http://www.habbocreditos4.t83.net/#/hc-y-vip/4553149448,phishing,phishing
http://pastehtml.com/view/bewrcx40f.html,phishing,phishing
http://pastehtml.com/view/bg4oyp9ss.html,phishing,phishing
http://pastehtml.com/view/b5bqpw1a6.html,phishing,phishing
http://pastehtml.com/view/baltzbr7v.html,phishing,phishing
http://abccbraganca.com.br/wp-content/themes/FactoryWP/javascript/cache/,phishing,phishing
http://huaphone.net/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,phishing,phishing
http://zaggel.nl/images_library/frmvsa.php,phishing,phishing
http://ellatirdelasnoticias.com.mx/anz/anz.html,phishing,phishing
http://www.sunjsc.vn/admin/webroot/files/hmrc/www.paypal.co.uk/paypal/paypal.htm,phishing,phishing
http://www.imposiblehabbo.blogspot.com/,phishing,phishing
http://www.banmarianna.hu/xmlrpc/includes/Bradesco/Gplugin.html,phishing,phishing
http://digilander.libero.it/Facelogin96/,phishing,phishing
http://stsremodeling.com/piz9/index.html,phishing,phishing
http://akfjsh.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,phishing,phishing
http://pastehtml.com/view/bg8zphwms.html,phishing,phishing
http://wwwmoedasgratis2011.blogspot.com/,phishing,phishing
http://realnoob.com/Pagos/Paypal/Acceptpayment/Id/23404sd/TTrT.htm,phishing,phishing
http://zeilschiptradewind.com/Media/Trulia/index.htm,phishing,phishing
http://www.controlyourbreath.com/new/css_/img/webscr/cmd_/e2tUc17DNO4HbXV3GTuugM17.0.83.145.9.1.0/wo/,phishing,phishing
http://mcxbhavishya.net/update/paypal/log.htm,phishing,phishing
http://www.asideal.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,phishing,phishing
http://can-ami.com/i/paypol-renew.com.login.54s5d48960qq14a2a1s0d5d8a12s0d5a8g6h0/log/secure-code14/security/,phishing,phishing
http://payspalau.mail15.su/AEFFTWSAQ89O3WQX0AJCKHZ1D831CMN4GZVSE5RBFH1J.htm,phishing,phishing
http://us.battle.net.ok.iiweb.asia/login/en/login.html?app=wamref=www.battle.net/account/eor=0app=bam,phishing,phishing
http://runeenhotel.nl/images/stories/lenscanyons/autentica/cadastrado.php,phishing,phishing
http://pastehtml.com/view/bgrthjf4a.html,phishing,phishing
http://pastehtml.com/view/bmro08kiz.html,phishing,phishing
http://bftltd.com/js/?dest&amp;sxexkmqssl=0&amp;secure.runescape.com/m=weblogin/loginform.ws?mod=www,phishing,phishing
http://creative-catalyst.com/sincr/acessoseguro.sincronizacao.itauToken,phishing,phishing
http://www.system-administratorteam.tk,phishing,phishing
http://pastehtml.com/view/1dpt0t8.html,phishing,phishing
http://junkiesth.com/uploads/images/libertyreserve/login/en/account/profile/signon.php?cmd=_login-run&dispatchX85d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5d663793c69d90b942efe1797cba94a05d663793c69d90b942efe1797cba94a05,phishing,phishing
http://pastehtml.com/view/bbvfec7fi.html,phishing,phishing
http://huaruisolar.com.cn/js/?us.battle.net/login/en/?ref=kkeolnaus.battle.net/d3/en/index&amp;app=com-d3,phishing,phishing
http://hydrofunkdigital.com.au/wp-content/eshop_downloads/index.html,phishing,phishing
http://pastehtml.com/view/bc0tdu0yn.html,phishing,phishing
http://pastehtml.com/view/bfrz0usyj.html,phishing,phishing
http://rehmatulillalamin.net/www.paypal.it_service-security_confermation/it/Processing1.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43658cc46c6c20c4a50ff5f75d41c5efee728cc46c6c20c4a50ff5f75d41c5efee72,phishing,phishing
http://chatwith-nudegirl.blogspot.com/,phishing,phishing
http://www.atricor.es/521ae142b59c5f5d7b6738787c58ecbb/,phishing,phishing
http://www.helderheidbokaal.nl/wp-content/plugins/contact-form-7/Trulia/index.htm,phishing,phishing
http://www.helderheidbokaal.nl//wp-content/plugins/contact-form-7/Trulia/index.htm,phishing,phishing
http://pastehtml.com/view/b72tp25x7.html,phishing,phishing
http://pastehtml.com/view/beo9zr328.html,phishing,phishing
http://www.sunjsc.vn/admin/webroot/cache/31f29bab1a8d61cfcebc1983bc410e1b.php,phishing,phishing
http://moedasgratishabbo-gerador.blogspot.com/,phishing,phishing
http://brugowebdev.com/download/?cod=015526200055461515178446222203,phishing,phishing
http://pastehtml.com/view/bgbcb764j.html,phishing,phishing
http://diary.swanfieldstudios.co.uk/wp-includes/js/tinymce/utils/webmail/yahoo/yahoomail/yahoomail.html,phishing,phishing
http://pastehtml.com/view/bef9ujd9i.html,phishing,phishing
http://pastehtml.com/view/bcxsmdj9i.html,phishing,phishing
http://pastehtml.com/view/bgecd4ovt.html,phishing,phishing
http://pastehtml.com/view/boyg3vzv1.html,phishing,phishing
http://pastehtml.com/view/bfrqp572k.html,phishing,phishing
http://pastehtml.com/view/bfwbwxjuf.html,phishing,phishing
https://spreadsheets.google.com/spreadsheet/embeddedform?formkey=dG4wRlFMd1NrVk9FVlJBOThPSmdkVGc6MQ,phishing,phishing
http://boiseriesatlantica.com/asds.php,phishing,phishing
http://dominiopublico.mx/poste.it/poste.php?myposte=main,phishing,phishing
http://pastehtml.com/view/beh6kx2d5.html,phishing,phishing
http://paypal.com.res.limite.account.new.update.2012.672bfcaa73dbfe28bff5bc7760408.imajinadsghana.com/www.paypal.com/,phishing,phishing
http://www.economix10th.com/cy/cgi-bin/webscr.php,phishing,phishing
http://txellwebs.com/blog/wp-content/scap/908f8625ab88db835ac9bb739a31e143/webscr.html?dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcf8701ff6b1534f9078a8190ff3d83f40f8701ff6b1534f9078a8190ff3d83f40&cmd=_login-run,phishing,phishing
http://www.dgnbzx.cn/images/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,phishing,phishing
http://www.56603.com/images/?dest&amp;mjamfnsssl=0&amp;secure.runescape.com/m=weblogin/loginform.ws?mod=www,phishing,phishing
http://www.seniorpeoplemeetspictures.9hz.com/,phishing,phishing
http://www.smxszz.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,phishing,phishing
http://www.axiem.com.mx/employee_portal/modules/Forums/images/f4433HSJh273h475hh387D8DHSJr4fdsf4433HSJh27762H3rturnit87D8DHSJpY762H387D8DHSJronstyleHDGGSYY762H387D8DHSJprth273h475hh277362u263h273h44fdsf4433H&JUEY66GDFER43HSJh273h475hh277362rtuh273h475hh274fd.htm,phishing,phishing
https://spreadsheets.google.com/spreadsheet/formResponse?hl=en_US&amp;formkey=dF9IbUh2RjMxNEtuNmxVNHhxVlQ5eEE6MQ&amp;theme=0AX42CRMsmRFbUy1kN2NjY2Y0Mi1iYWFmLTQxMWMtYjM0NC04NmZmYTIwZDRkMGQ&amp;ifq,phishing,phishing
http://www.ican-nirvana.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/indexapp=com-d3,phishing,phishing
http://en.xxok.asia/login/en/index.htm,phishing,phishing
http://pastehtml.com/view/bbwqp89k9.html,phishing,phishing
http://www.helpactually.org/secure/secure.html,phishing,phishing
http://kinderdagverblijf-dewijk.nl/modules/mod_login/Trulia/index.htm,phishing,phishing
http://expertmail.co.za/api/ref/1.htm,phishing,phishing
http://cuchooo.com/wp-content/themes/twentyeleven/remax/,phishing,phishing
http://www.fumdepaz.com/form/forms/form1.html,phishing,phishing
http://login.aol.com.colemantennis.com/log/2012/,phishing,phishing
http://pastehtml.com/view/bejvpuc2r.html,phishing,phishing
http://rare-lingot-norman.cabanova.com/,phishing,phishing
http://arthavaisya.com/paypal_virefication/d4fac600a60cba8f5f4515e64359595d,phishing,phishing
http://habbo-creditos-reales.blogspot.com/,phishing,phishing
http://drobinsonandassociates.ca/www.paypal.it/webscr.php?cmd=_login-run&dispatch=e1eee9122520022c6048f219223eac9cb5ca752e60dbad622ed9a13d49c2daf3,phishing,phishing
http://chdphd.com/Thumbnails/yin/verification/index.php?img=AOL,phishing,phishing
http://www.ecancerstaging.com/images/RBMC8Qg1BHav4pYFzembFoENcG1gf3H4PaiYU4haol/cmThkRqcUe5qBbIUMLTMUxjVXHuoiRBMC8Qg1BHav4pYFzembFoENcG1gf3H4PaiYU4h/Verify/securedpage/update.php,phishing,phishing
http://pastehtml.com/view/bb16kid9l.html,phishing,phishing
http://pastehtml.com/view/b1sviiv48.html,phishing,phishing
http://fifaworldcup1.com/wp-admin/meta/TT/Logon.php?LOB=RBGLogon&_pageLabel=page_logonform,phishing,phishing
http://sparesbox-cm.com/tmp/install_4fc7a8a3b501c/language/sec-fr/Processing.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365199b3f469671291036f55cd7899fdd86199b3f469671291036f55cd7899fdd86,phishing,phishing
http://pastehtml.com/view/ba0oegqua.html,phishing,phishing
http://www.transeuromersedes.ro/agref/wellsfargo2011/online.wellsfargo.com=das/session.cgi-sessargs=mZsth/,phishing,phishing
http://www.auboisementcorrect.com/PP/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e58873efde7377881c2a77c0d01b5dd4f88873efde7377881c2a77c0d01b5dd4f8,phishing,phishing
http://pastehtml.com/view/bfv1e315i.html,phishing,phishing
http://paide.home.comcast.net/ab5redi.htm,phishing,phishing
http://paypal.com.cgi.bin.bb570c8713a0a5e9a5c1ed51ffa731e0.tardas.com.tr/update/secure/672bfcaa73dbfe28bff5bc77604084fa/reactivation.php,phishing,phishing
http://www.evergreenrentacar.com/includes/languages/english/promo/index.html,phishing,phishing
http://image-strategie.com/administrator/components/com_project/nordea/pbs.php,phishing,phishing
http://www.moedasgratishabbodoacaoorg.blogspot.com/,phishing,phishing
http://paypal.com.cgi.bin.bb570c8713a0a5e9a5c1ed51ffa731e0.tardas.com.tr/update/secure/672bfcaa73dbfe28bff5bc77604084fa/4f522ea069437cd31b63c9287f13fb9b/,phishing,phishing
http://tshirt-wholesale.co.za/wp-content/uploads/2012/Trulia/index.htm,phishing,phishing
http://www.jcnnhs.com/js/?ref=us.battle.net/d3/en/index,phishing,phishing
http://txellwebs.com/blog/wp-content/scap/908f8625ab88db835ac9bb739a31e143/webscr.html?amp,phishing,phishing
http://www.hdtpaper.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,phishing,phishing
http://us.battle.net.login.en.rrweb.asia/login/en/login.html?app=wam,phishing,phishing
http://www.clos-alesia.com/components/com_hsconfig/views/ben/f4bf0c0cf363803df2f843a69bb6ba22/,phishing,phishing
http://www.sheardhudson.com/_vti_form/verif/,phishing,phishing
http://iiehsm.com/pdf/www.PayPal.fr/Webscr.php_fichiers/Confirm/index.php,phishing,phishing
http://www.auboisementcorrect.com/Account/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5ae0fe1c0f951da5dba53813280a166b3ae0fe1c0f951da5dba53813280a166b3,phishing,phishing
https://docs.google.com/a/uwf.edu/spreadsheet/viewform?formkey=dFN1eXA1WWNMdnc2RzVxME1MQ2QtdFE6MQ,phishing,phishing
http://pastehtml.com/view/bfrpgq627.html,phishing,phishing
http://paypal.com.ie.cgi.bin.webscr.cmd.login.processing.login.cmd.login-donelogin.access1021401470.mextacofood.com/ie/secure-code35/cgi-bin/webscrcmd=/erorr.html,phishing,phishing
http://pastehtml.com/view/bg0rxtv98.html,phishing,phishing
http://digilander.libero.it/Totorza/login.srf.htm,phishing,phishing
http://t-teakwood.com/th/wp-content/plugins/akismet/google.html,phishing,phishing
http://standprincipal.pt/site/modules/mod_login/tmpl/char/paypal.com/fr/processing.htm?cmd=_processing,phishing,phishing
http://www.so-accesorios.com.ar/remax/REMAXX.htm,phishing,phishing
http://aljyans.ru/administrator/templates/khepri/images/b.jpg/,phishing,phishing
http://carollopatin.com/wp-content/uploads/Trulia/index.htm,phishing,phishing
http://opt.pabos.com.ua/update/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e51873357f77b243e5f038492eb3c28dd91873357f77b243e5f038492eb3c28dd9,phishing,phishing
http://holtze.se/RBMC8Qg1BHav4pYFzembFoENcG1gf3H4PaiYU4haol/cmThkRqcUe5qBbIUMLTMUxjVXHuoiRBMC8Qg1BHav4pYFzembFoENcG1gf3H4PaiYU4h/Verify/securedpage/update.php,phishing,phishing
http://count99.gotadsl.co.uk/images/europe/financial/limitation/paypal.htm,phishing,phishing
http://pastehtml.com/view/bg2o6gmu5.html,phishing,phishing
http://www.simonkagyorgy.hu/wp-content/uploads/2012/02/txt.htm,phishing,phishing
http://philcornfarm.com/admin/data/form/login.html,phishing,phishing
http://pastehtml.com/view/bdzex9vhc.html,phishing,phishing
http://0576tz.com/js/?us.battle.net/login/en/?ref=xxhxsqbus.battle.net/d3/en/index&app=com-d3,phishing,phishing
http://pastehtml.com/view/1efyb9g.html,phishing,phishing
http://pastehtml.com/view/bb7sogwu6.html,phishing,phishing
http://www.cnsatlas.com/imagedrag/aol/index.htm,phishing,phishing
http://jenniferhoyle.com/modules/mod_footer/lloydstsb/,phishing,phishing
http://pastehtml.com/view/becfe7at0.html,phishing,phishing
http://mywedstyle.ru/modules/mod_system/0804294215/323593505/,phishing,phishing
http://markschaefer.org/rpts/images/Emsggg.html,phishing,phishing
http://pastehtml.com/view/be1expflu.html,phishing,phishing
http://eng.valenki.by/images/stories/remax/index.htm,phishing,phishing
http://www.gmtg-sousse.com/images/smilies/a3906138b5310dba9d6c4b06725d4716/,phishing,phishing
http://mywrigleyville.com/wp-content/uploads/2010/11/remax/hotmail.php,phishing,phishing
http://pastehtml.com/view/b48jnun3b.html,phishing,phishing
http://s.corpbamca.com/portal/?id_category=10,phishing,phishing
http://webmail.genotec.ch/atmail/compose.php?id=20920folder=inboxcache=29241430.96733.1352577055289.javamail.root@www.mailgenetics.co.zafunc=replytype=forward,phishing,phishing
http://information-box.com/wp-content/nordea.dk/webscr-3908340308297393987367887398-7893789353890309/loginID80937965343267890-3/info.htm,phishing,phishing
http://pastehtml.com/view/bfjgelw57.html,phishing,phishing
http://zielonelato.pl/wp-content/themes/twentyeleven/Redirect.php,phishing,phishing
http://pastehtml.com/view/bbcro2v1c.html,phishing,phishing
http://www.e-wings.com.cn/images/index.htm?app=com-d3,phishing,phishing
http://cafm.mn/french/wp-content/uploads/2012/09/google/webscr.htm,phishing,phishing
http://pastehtml.com/view/bf39oczsw.html,phishing,phishing
http://kansas-city.besaba.com/question.php,phishing,phishing
http://vinoscalyptra.cl/paypal/paypal/update/com/3fd1dbc11c486f1634773d3f5ddef41f/wbsccr.php?cmd=_Processing&amp;,phishing,phishing
http://pastehtml.com/view/bt7afyvef.html,phishing,phishing
http://ysjjsq.com/flash/?runescape.com/m=weblogin/loginform.html,phishing,phishing
http://www.scadanet.co.uk/ii/properties/remax-worldwide/securelogin/index.html,phishing,phishing
http://www.jrgonzalezabogados.com/templates/disco-beat-template/images/bluedarkgrey/premiostododia/cadastro.php?Q2C6ACZJRPT3G7W1D8E8L6B45HLGQI8GJJMTWLDOA8QRDNRRU7YGBAKGR6XIN5Y8OK2K7F9HMZ9ZMZRH7PXH1IYSNVAB19JPTK01ZIHLIPL5PCMV3KD33BUQ8529DLX86886PPR9FDC5QZ1SJDVLPQBWVD50Y3G50OAZ,phishing,phishing
http://anted.webobo.com/html.php?id_menu=1694759,phishing,phishing
http://pastehtml.com/view/b9xa6cojm.html,phishing,phishing
http://us.battle.net.login.en.ttweb.asia/login/en/login.html?app=wam&ref=www.battle.net/account/&eor=0&app=bam,phishing,phishing
http://vtsims.home.comcast.net/~vtsims/,phishing,phishing
http://www.poledancefactory.cl/verification/use/111serviceadmin/form1.html,phishing,phishing
http://www.cnesobservatoire-lespacenjeu.fr/wp-content//themes/ArtSee/epanel/js/national/index.jsp.htm,phishing,phishing
http://chat-real-webcam3.blogspot.com/,phishing,phishing
http://hedwigus.net/paypal/login.htm?paypal.com/us/cgi-bin/webscr?cmd=_login-submit&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,phishing,phishing
http://users1.jabry.com/service2412/login_Verify.html,phishing,phishing
http://www.manualdigital.pt/images/smilies/img/?346432456357656745654?/C13l0_,phishing,phishing
http://thecrystalhotel.com/si/id=lollytrap@libero.it,phishing,phishing
http://pastehtml.com/view/bqsoktmy1.html,phishing,phishing
http://ptcsitegptc.blogspot.com/p/paypal.html,phishing,phishing
http://pastehtml.com/view/cadoczq41.html,phishing,phishing
http://pastehtml.com/view/bb8kfftwi.html,phishing,phishing
http://pastehtml.com/view/bfs5eygm3.html,phishing,phishing
http://sds-ti.com/videos/.www.paypal.com/cgi-bin/ca/.webscrcmd=_login-run/bank,phishing,phishing
http://electricianpolokwane.co.za/wp-content/uploads/2012/Trulia/index.htm,phishing,phishing
http://creditoshabbogratis-rsc.blogspot.com/,phishing,phishing
http://www.bunnzoo.com/wp-content/uploads/2012/01/dis.php,phishing,phishing
http://test.secure.sponsormob.com/self-service/paypal/,phishing,phishing
http://pastehtml.com/view/bgaszz2yf.html,phishing,phishing
http://chris-pardo.com/ntc4/index.html,phishing,phishing
http://pastehtml.com/view/bfyuo5phb.html,phishing,phishing
https://spreadsheets.google.com/spreadsheet/formResponse?formkey=dHVqNWoyMGV0anFaa2xTM1dsbUx4ZVE6MQ&amp;embedded=true&amp;ifq,phishing,phishing
http://lol23polldd3d0d32.blogspot.com/,phishing,phishing
http://www.ipapypal.com.cci-biin.wibkoir-cmd.loggin-donrloggin.acccess-5264dfds65zr1ze54tze6z2z2egfzse4fs63sgthytr5tazzeet5.idees-territoires.com/,phishing,phishing
http://pastehtml.com/view/bfyyvi2nz.html,phishing,phishing
http://bancaribe-ve-lb-1328493527.us-east-1.elb.amazonaws.com/,phishing,phishing
http://occidentaldecauchos.com/.tbt/update/update.php,phishing,phishing
http://eden-tech.com/site/plugins/editors/FORM-UPDATE-MYBSN.php,phishing,phishing
http://northernvirginiadivorceattorneys.com/del/,phishing,phishing
http://pastehtml.com/view/bfvj2lhqt.html,phishing,phishing
http://www.marigoldtravel.com.bt/index.php/visitor-info/templates/system/css/templates/system/css/index.php/trekking/templates/system/css/index.php,phishing,phishing
http://amritsarizaika.com/service/update/04b9b0780c166cb9bda936df14541deb/,phishing,phishing
http://en.vvok.asia/login/en/login.html,phishing,phishing
http://tharts.net/images/?app=com-d3&us.battle.net/login/en/?ref=us.battle.net/d3/en/index,phishing,phishing
http://www.e-wings.com.cn/images/index.htm?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,phishing,phishing
http://log-tn.com/Paypal-Support/Processing.htm?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365bffaeca3912a8066b0f10859f57121f6bffaeca3912a8066b0f10859f57121f6,phishing,phishing
http://www.lesaem.org/dyn/news/documents/pl/www.paypal.fr/index.php?cmd=?cmd=_login&dispatch=5885d80a13c0db1f8e263663d3faee8d4b3d02051cb40a5393d96fec50118c72,phishing,phishing
http://pastehtml.com/view/bd8htyepa.html,phishing,phishing
http://edf-france.org/veriefd/forms/windhoek_tours/reservation.htm,phishing,phishing
http://hairclips.ru/modules/mod_helper/4933894976/login2491284/,phishing,phishing
http://soloclick.com.ve/49/config/login_verify2&amp;.src=/ym.htm,phishing,phishing
http://users2.jabry.com/welcosu/Pay_Form_Ec_Cvv2.html,phishing,phishing
http://home.comcast.net/~Dianapuccio/auctiredirect.htm,phishing,phishing
http://vvvvvv.paypal.com.xn-----vldfgifeq7dua2hckj.net/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5de18f1c65e75492761cbf96927fedbefde18f1c65e75492761cbf96927fedbef,phishing,phishing
http://mahirulz.brinkster.net/Servicelogin.aspx,phishing,phishing
http://www.rapidmaster.yoyo.pl/login.php,phishing,phishing
http://agmp.kz/visa?key=73656C7472656368742E73636865676740626C756577696E2E6368,phishing,phishing
http://pastehtml.com/view/bfwnnzvid.html,phishing,phishing
http://pastehtml.com/view/bajr15avr.html,phishing,phishing
http://pastehtml.com/view/be9074ukg.html,phishing,phishing
http://pastehtml.com/view/bezzwelp4.html,phishing,phishing
http://webirodahaz.hu/pic/yahoo/mail.html,phishing,phishing
